"DSC_LIN0"|"DSC_CTY"|"COD_DAY"|"SHT_COD_MNT"|"DSC_ENG_GRP"|"DSC_OPR_REG0"|"DSC_SLS_TYP_LV1"|"QTY_REGISTRATION"
"Tracker"|"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Interior mg"|"Fleet/Government"|"2"
"Tracker"|"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Centro oeste"|"Dealer"|"16"
"Onix"|"BRAZIL"|"2023-12-11"|"12"|"PASSENGER"|"Recife"|"Fleet/Government"|"4"
"Onix"|"BRAZIL"|"2023-12-11"|"12"|"PASSENGER"|"Porto alegre"|"Fleet/Government"|"17"
"Onix"|"BRAZIL"|"2023-11-21"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"28"
"Onix"|"BRAZIL"|"2023-11-04"|"11"|"PASSENGER"|"Santa catarina"|"Dealer"|"1"
"Tracker"|"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Espirito santo"|"Fleet/Government"|"1"
"Tracker"|"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Belem"|"Dealer"|"11"
"Spin"|"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Sao paulo"|"Fleet/Government"|"3"
"Spin"|"BRAZIL"|"2023-11-27"|"11"|"PASSENGER"|"Centro oeste"|"Fleet/Government"|"2"
"Spin"|"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Parana"|"Fleet/Government"|"1"
"Onix"|"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Brasilia"|"Dealer"|"8"
"S-10 crew cab"|"BRAZIL"|"2023-11-28"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|"Dealer"|"2"
"S-10 crew cab"|"BRAZIL"|"2023-11-24"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|"Dealer"|"3"
"S-10 crew cab"|"BRAZIL"|"2023-11-29"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|"Fleet/Government"|"7"
"S-10 crew cab"|"BRAZIL"|"2023-11-03"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|"Dealer"|"2"
"S-10 crew cab"|"BRAZIL"|"2023-11-13"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|"Fleet/Government"|"6"
"S-10 crew cab"|"BRAZIL"|"2023-11-14"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|"Fleet/Government"|"5"
"S-10 crew cab"|"BRAZIL"|"2023-11-08"|"11"|"LIGHT COMMERCIAL"|"Porto alegre"|"Fleet/Government"|"4"
"S-10 crew cab"|"BRAZIL"|"2023-11-10"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|"Fleet/Government"|"5"
"Onix"|"BRAZIL"|"2023-11-09"|"11"|"PASSENGER"|"Recife"|"Fleet/Government"|"6"
"Onix"|"BRAZIL"|"2023-11-24"|"11"|"PASSENGER"|"Centro oeste"|"Fleet/Government"|"4"
"Onix"|"BRAZIL"|"2023-11-09"|"11"|"PASSENGER"|"Porto alegre"|"Fleet/Government"|"10"
"Tracker"|"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Belem"|"Dealer"|"8"
"Tracker"|"BRAZIL"|"2023-11-27"|"11"|"PASSENGER"|"Brasilia"|"Dealer"|"11"
"Tracker"|"BRAZIL"|"2023-11-22"|"11"|"PASSENGER"|"Belem"|"Dealer"|"7"
"Onix"|"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Rio de janeiro"|"Dealer"|"25"
"Montana 1.2"|"BRAZIL"|"2023-11-09"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|"Fleet/Government"|"4"
"Montana 1.2"|"BRAZIL"|"2023-11-16"|"11"|"LIGHT COMMERCIAL"|"Recife"|"Dealer"|"5"
"S-10 crew cab"|"BRAZIL"|"2023-11-27"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|"Fleet/Government"|"6"
"S-10 crew cab"|"BRAZIL"|"2023-11-01"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|"Fleet/Government"|"6"
"S-10 crew cab"|"BRAZIL"|"2023-11-17"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|"Fleet/Government"|"4"
"S-10 crew cab"|"BRAZIL"|"2023-11-29"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|"Fleet/Government"|"4"
"S-10 crew cab"|"BRAZIL"|"2023-11-30"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|"Dealer"|"2"
"S-10 crew cab"|"BRAZIL"|"2023-11-28"|"11"|"LIGHT COMMERCIAL"|"Belem"|"Fleet/Government"|"3"
"Spin"|"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Interior paulista a"|"Fleet/Government"|"2"
"Montana 1.2"|"BRAZIL"|"2023-12-11"|"12"|"LIGHT COMMERCIAL"|"Parana"|"Fleet/Government"|"6"
"Montana 1.2"|"BRAZIL"|"2023-12-12"|"12"|"LIGHT COMMERCIAL"|"Parana"|"Dealer"|"2"
"Onix"|"BRAZIL"|"2023-11-01"|"11"|"PASSENGER"|"Porto alegre"|"Fleet/Government"|"4"
"Onix"|"BRAZIL"|"2023-11-28"|"11"|"PASSENGER"|"Parana"|"Fleet/Government"|"8"
"Montana 1.2"|"BRAZIL"|"2023-11-27"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|"Fleet/Government"|"1"
"Spin"|"BRAZIL"|"2023-11-22"|"11"|"PASSENGER"|"Sao paulo"|"Dealer"|"1"
"Spin"|"BRAZIL"|"2023-11-23"|"11"|"PASSENGER"|"Recife"|"Fleet/Government"|"2"
"Spin"|"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Sao paulo"|"Dealer"|"2"
"Spin"|"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Interior mg"|"Fleet/Government"|"2"
"Spin"|"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Recife"|"Fleet/Government"|"23"
"Montana 1.2"|"BRAZIL"|"2023-12-06"|"12"|"LIGHT COMMERCIAL"|"Parana"|"Dealer"|"3"
"Trailblazer"|"BRAZIL"|"2023-11-21"|"11"|"PASSENGER"|"Belo horizonte"|"Fleet/Government"|"5"
"Spin"|"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Sao paulo"|"Dealer"|"1"
"Spin"|"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Interior mg"|"Dealer"|"3"
"Spin"|"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Rio de janeiro"|"Dealer"|"3"
"Tracker"|"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"22"
"Tracker"|"BRAZIL"|"2023-11-21"|"11"|"PASSENGER"|"Espirito santo"|"Dealer"|"2"
"Tracker"|"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Parana"|"Dealer"|"11"
"Tracker"|"BRAZIL"|"2023-11-22"|"11"|"PASSENGER"|"Parana"|"Fleet/Government"|"5"
"Tracker"|"BRAZIL"|"2023-11-01"|"11"|"PASSENGER"|"Sao paulo"|"Dealer"|"18"
"Tracker"|"BRAZIL"|"2023-11-28"|"11"|"PASSENGER"|"Interior paulista b"|"Dealer"|"13"
"Montana 1.2"|"BRAZIL"|"2023-11-24"|"11"|"LIGHT COMMERCIAL"|"Belem"|"Dealer"|"12"
"Montana 1.2"|"BRAZIL"|"2023-11-06"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|"Dealer"|"4"
"Montana 1.2"|"BRAZIL"|"2023-11-28"|"11"|"LIGHT COMMERCIAL"|"Belem"|"Fleet/Government"|"8"
"Montana 1.2"|"BRAZIL"|"2023-11-10"|"11"|"LIGHT COMMERCIAL"|"Sao paulo"|"Dealer"|"8"
"Spin"|"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Belem"|"Fleet/Government"|"2"
"Onix"|"BRAZIL"|"2023-11-24"|"11"|"PASSENGER"|"Santa catarina"|"Fleet/Government"|"3"
"Tracker"|"BRAZIL"|"2023-11-13"|"11"|"PASSENGER"|"Centro oeste"|"Dealer"|"17"
"Tracker"|"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Interior mg"|"Dealer"|"11"
"Tracker"|"BRAZIL"|"2023-11-21"|"11"|"PASSENGER"|"Rio de janeiro"|"Fleet/Government"|"1"
"Montana 1.2"|"BRAZIL"|"2023-11-11"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|"Fleet/Government"|"1"
"Montana 1.2"|"BRAZIL"|"2023-11-27"|"11"|"LIGHT COMMERCIAL"|"Fortaleza"|"Dealer"|"1"
"Montana 1.2"|"BRAZIL"|"2023-11-08"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|"Fleet/Government"|"10"
"Montana 1.2"|"BRAZIL"|"2023-11-10"|"11"|"LIGHT COMMERCIAL"|"Recife"|"Fleet/Government"|"6"
"Montana 1.2"|"BRAZIL"|"2023-11-21"|"11"|"LIGHT COMMERCIAL"|"Belem"|"Dealer"|"11"
"S-10 crew cab"|"BRAZIL"|"2023-12-13"|"12"|"LIGHT COMMERCIAL"|"Centro oeste"|"Fleet/Government"|"10"
"S-10 crew cab"|"BRAZIL"|"2023-12-13"|"12"|"LIGHT COMMERCIAL"|"Recife"|"Dealer"|"2"
"S-10 crew cab"|"BRAZIL"|"2023-12-13"|"12"|"LIGHT COMMERCIAL"|"Santa catarina"|"Dealer"|"2"
"S-10 crew cab"|"BRAZIL"|"2023-12-04"|"12"|"LIGHT COMMERCIAL"|"Porto alegre"|"Fleet/Government"|"1"
"Montana 1.2"|"BRAZIL"|"2023-12-11"|"12"|"LIGHT COMMERCIAL"|"Interior mg"|"Fleet/Government"|"1"
"Spin"|"BRAZIL"|"2023-11-01"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"3"
"Spin"|"BRAZIL"|"2023-11-24"|"11"|"PASSENGER"|"Fortaleza"|"Dealer"|"1"
"Onix"|"BRAZIL"|"2023-11-18"|"11"|"PASSENGER"|"Interior paulista b"|"Dealer"|"6"
"Onix"|"BRAZIL"|"2023-11-23"|"11"|"PASSENGER"|"Belo horizonte"|"Dealer"|"9"
"Tracker"|"BRAZIL"|"2023-11-24"|"11"|"PASSENGER"|"Espirito santo"|"Dealer"|"8"
"Tracker"|"BRAZIL"|"2023-11-16"|"11"|"PASSENGER"|"Interior paulista a"|"Dealer"|"17"
"Tracker"|"BRAZIL"|"2023-11-24"|"11"|"PASSENGER"|"Interior mg"|"Dealer"|"12"
"Equinox"|"BRAZIL"|"2023-11-09"|"11"|"PASSENGER"|"Belo horizonte"|"Fleet/Government"|"6"
"Equinox"|"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Parana"|"Dealer"|"2"
"Equinox"|"BRAZIL"|"2023-11-22"|"11"|"PASSENGER"|"Parana"|"Dealer"|"3"
"Tracker"|"BRAZIL"|"2023-11-01"|"11"|"PASSENGER"|"Interior paulista a"|"Fleet/Government"|"2"
"Onix"|"BRAZIL"|"2023-11-27"|"11"|"PASSENGER"|"Recife"|"Fleet/Government"|"7"
"Onix"|"BRAZIL"|"2023-11-28"|"11"|"PASSENGER"|"Belem"|"Fleet/Government"|"21"
"Tracker"|"BRAZIL"|"2023-11-28"|"11"|"PASSENGER"|"Parana"|"Fleet/Government"|"4"
"Tracker"|"BRAZIL"|"2023-12-04"|"12"|"PASSENGER"|"Sao paulo"|"Fleet/Government"|"3"
"Montana 1.2"|"BRAZIL"|"2023-12-06"|"12"|"LIGHT COMMERCIAL"|"Fortaleza"|"Fleet/Government"|"2"
"Onix"|"BRAZIL"|"2023-11-23"|"11"|"PASSENGER"|"Interior paulista b"|"Dealer"|"4"
"Montana 1.2"|"BRAZIL"|"2023-11-13"|"11"|"LIGHT COMMERCIAL"|"Parana"|"Fleet/Government"|"4"
"Montana 1.2"|"BRAZIL"|"2023-11-09"|"11"|"LIGHT COMMERCIAL"|"Espirito santo"|"Fleet/Government"|"1"
"Montana 1.2"|"BRAZIL"|"2023-11-07"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|"Fleet/Government"|"2"
"Trailblazer"|"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Interior paulista b"|"Fleet/Government"|"2"
"Trailblazer"|"BRAZIL"|"2023-11-21"|"11"|"PASSENGER"|"Centro oeste"|"Fleet/Government"|"8"
"Montana 1.2"|"BRAZIL"|"2023-11-17"|"11"|"LIGHT COMMERCIAL"|"Porto alegre"|"Fleet/Government"|"1"
"Tracker"|"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Interior mg"|"Fleet/Government"|"3"
"Tracker"|"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Interior paulista b"|"Dealer"|"8"
"Tracker"|"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Santa catarina"|"Dealer"|"13"
"Tracker"|"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Interior paulista b"|"Fleet/Government"|"6"
"Montana 1.2"|"BRAZIL"|"2023-12-13"|"12"|"LIGHT COMMERCIAL"|"Centro oeste"|"Fleet/Government"|"3"
"S-10 reg cab"|"BRAZIL"|"2023-12-04"|"12"|"LIGHT COMMERCIAL"|"Espirito santo"|"Fleet/Government"|"1"
"S-10 single cab"|"BRAZIL"|"2023-12-04"|"12"|"LIGHT COMMERCIAL"|"Espirito santo"|"Fleet/Government"|"1"
"Montana 1.2"|"BRAZIL"|"2023-12-06"|"12"|"LIGHT COMMERCIAL"|"Belo horizonte"|"Dealer"|"4"
"Tracker"|"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Rio de janeiro"|"Fleet/Government"|"1"
"Cruze"|"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Rio de janeiro"|"Dealer"|"1"
"Onix"|"BRAZIL"|"2023-12-12"|"12"|"PASSENGER"|"Interior paulista b"|"Fleet/Government"|"5"
"S-10 crew cab"|"BRAZIL"|"2023-11-20"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|"Dealer"|"1"
"Tracker"|"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Santa catarina"|"Dealer"|"9"
"Tracker"|"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Santa catarina"|"Dealer"|"16"
"Tracker"|"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"16"
"Tracker"|"BRAZIL"|"2023-11-16"|"11"|"PASSENGER"|"Interior mg"|"Dealer"|"7"
"Tracker"|"BRAZIL"|"2023-11-24"|"11"|"PASSENGER"|"Belem"|"Dealer"|"13"
"Montana 1.2"|"BRAZIL"|"2023-12-13"|"12"|"LIGHT COMMERCIAL"|"Rio de janeiro"|"Dealer"|"1"
"Cruze"|"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Interior paulista b"|"Dealer"|"1"
"Equinox"|"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Parana"|"Fleet/Government"|"2"
"Equinox"|"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Sao paulo"|"Dealer"|"2"
"Spin"|"BRAZIL"|"2023-12-11"|"12"|"PASSENGER"|"Sao paulo"|"Dealer"|"1"
"Tracker"|"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Belo horizonte"|"Dealer"|"13"
"Cruze"|"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Santa catarina"|"Dealer"|"1"
"Tracker"|"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Fortaleza"|"Fleet/Government"|"2"
"Spin"|"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Brasilia"|"Fleet/Government"|"1"
"Spin"|"BRAZIL"|"2023-11-13"|"11"|"PASSENGER"|"Parana"|"Dealer"|"1"
"Spin"|"BRAZIL"|"2023-11-20"|"11"|"PASSENGER"|"Porto alegre"|"Fleet/Government"|"1"
"Onix"|"BRAZIL"|"2023-11-27"|"11"|"PASSENGER"|"Porto alegre"|"Fleet/Government"|"4"
"Onix"|"BRAZIL"|"2023-12-04"|"12"|"PASSENGER"|"Interior paulista b"|"Fleet/Government"|"3"
"Montana 1.2"|"BRAZIL"|"2023-12-07"|"12"|"LIGHT COMMERCIAL"|"Interior paulista b"|"Fleet/Government"|"1"
"Spin"|"BRAZIL"|"2023-12-11"|"12"|"PASSENGER"|"Parana"|"Fleet/Government"|"12"
"Montana 1.2"|"BRAZIL"|"2023-11-01"|"11"|"LIGHT COMMERCIAL"|"Belem"|"Dealer"|"7"
"Montana 1.2"|"BRAZIL"|"2023-11-28"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|"Dealer"|"1"
"Montana 1.2"|"BRAZIL"|"2023-11-27"|"11"|"LIGHT COMMERCIAL"|"Porto alegre"|"Dealer"|"3"
"Spin"|"BRAZIL"|"2023-11-01"|"11"|"PASSENGER"|"Rio de janeiro"|"Dealer"|"1"
"Spin"|"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Interior paulista b"|"Fleet/Government"|"2"
"Spin"|"BRAZIL"|"2023-11-21"|"11"|"PASSENGER"|"Interior paulista b"|"Dealer"|"5"
"Spin"|"BRAZIL"|"2023-11-27"|"11"|"PASSENGER"|"Brasilia"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-11-09"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|"Fleet/Government"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-11-16"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|"Fleet/Government"|"6"
"S-10 crew cab"|"BRAZIL"|"2023-11-21"|"11"|"LIGHT COMMERCIAL"|"Porto alegre"|"Fleet/Government"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-12-07"|"12"|"LIGHT COMMERCIAL"|"Belo horizonte"|"Fleet/Government"|"4"
"Montana 1.2"|"BRAZIL"|"2023-12-12"|"12"|"LIGHT COMMERCIAL"|"Belo horizonte"|"Dealer"|"1"
"Montana 1.2"|"BRAZIL"|"2023-11-07"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|"Fleet/Government"|"5"
"Montana 1.2"|"BRAZIL"|"2023-11-21"|"11"|"LIGHT COMMERCIAL"|"Porto alegre"|"Dealer"|"3"
"Montana 1.2"|"BRAZIL"|"2023-11-08"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|"Dealer"|"3"
"Montana 1.2"|"BRAZIL"|"2023-11-13"|"11"|"LIGHT COMMERCIAL"|"Fortaleza"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-11-07"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|"Fleet/Government"|"4"
"S-10 crew cab"|"BRAZIL"|"2023-11-06"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|"Fleet/Government"|"1"
"Onix"|"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Interior paulista b"|"Fleet/Government"|"4"
"Onix"|"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Centro oeste"|"Fleet/Government"|"4"
"Onix"|"BRAZIL"|"2023-11-01"|"11"|"PASSENGER"|"Recife"|"Fleet/Government"|"6"
"Onix"|"BRAZIL"|"2023-11-22"|"11"|"PASSENGER"|"Santa catarina"|"Fleet/Government"|"12"
"Tracker"|"BRAZIL"|"2023-11-04"|"11"|"PASSENGER"|"Recife"|"Dealer"|"3"
"Cruze"|"BRAZIL"|"2023-12-04"|"12"|"PASSENGER"|"Interior paulista b"|"Dealer"|"1"
"S-10 single cab"|"BRAZIL"|"2023-12-07"|"12"|"LIGHT COMMERCIAL"|"Interior paulista a"|"Fleet/Government"|"1"
"Trailblazer"|"BRAZIL"|"2023-12-11"|"12"|"PASSENGER"|"Sao paulo"|"Use Company"|"5"
"S-10 crew cab"|"BRAZIL"|"2023-12-11"|"12"|"LIGHT COMMERCIAL"|"Interior paulista b"|"Fleet/Government"|"4"
"Tracker"|"BRAZIL"|"2023-12-11"|"12"|"PASSENGER"|"Espirito santo"|"Dealer"|"1"
"Cruze"|"BRAZIL"|"2023-12-11"|"12"|"PASSENGER"|"Sao paulo"|"Dealer"|"2"
"Tracker"|"BRAZIL"|"2023-11-13"|"11"|"PASSENGER"|"Espirito santo"|"Dealer"|"2"
"Tracker"|"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Sao paulo"|"Fleet/Government"|"6"
"Tracker"|"BRAZIL"|"2023-11-09"|"11"|"PASSENGER"|"Sao paulo"|"Dealer"|"20"
"Tracker"|"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Rio de janeiro"|"Dealer"|"5"
"Tracker"|"BRAZIL"|"2023-11-13"|"11"|"PASSENGER"|"Fortaleza"|"Dealer"|"5"
"Onix"|"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Espirito santo"|"Dealer"|"3"
"Onix"|"BRAZIL"|"2023-11-09"|"11"|"PASSENGER"|"Brasilia"|"Dealer"|"5"
"Montana 1.2"|"BRAZIL"|"2023-11-30"|"11"|"LIGHT COMMERCIAL"|"Rio de janeiro"|"Dealer"|"3"
"Montana 1.2"|"BRAZIL"|"2023-11-09"|"11"|"LIGHT COMMERCIAL"|"Parana"|"Dealer"|"3"
"Montana 1.2"|"BRAZIL"|"2023-11-22"|"11"|"LIGHT COMMERCIAL"|"Sao paulo"|"Dealer"|"5"
"Onix"|"BRAZIL"|"2023-11-22"|"11"|"PASSENGER"|"Espirito santo"|"Dealer"|"4"
"Montana 1.2"|"BRAZIL"|"2023-11-27"|"11"|"LIGHT COMMERCIAL"|"Sao paulo"|"Dealer"|"2"
"Montana 1.2"|"BRAZIL"|"2023-11-10"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|"Dealer"|"4"
"S-10 crew cab"|"BRAZIL"|"2023-11-13"|"11"|"LIGHT COMMERCIAL"|"Recife"|"Fleet/Government"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-11-07"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|"Fleet/Government"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-11-24"|"11"|"LIGHT COMMERCIAL"|"Belem"|"Fleet/Government"|"3"
"Montana 1.2"|"BRAZIL"|"2023-11-09"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|"Fleet/Government"|"8"
"S-10 crew cab"|"BRAZIL"|"2023-11-29"|"11"|"LIGHT COMMERCIAL"|"Parana"|"Fleet/Government"|"3"
"Montana 1.2"|"BRAZIL"|"2023-11-27"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|"Dealer"|"5"
"Tracker"|"BRAZIL"|"2023-11-28"|"11"|"PASSENGER"|"Parana"|"Dealer"|"14"
"Tracker"|"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Interior mg"|"Dealer"|"7"
"Tracker"|"BRAZIL"|"2023-11-23"|"11"|"PASSENGER"|"Rio de janeiro"|"Dealer"|"6"
"Montana 1.2"|"BRAZIL"|"2023-11-28"|"11"|"LIGHT COMMERCIAL"|"Belo horizonte"|"Fleet/Government"|"4"
"Montana 1.2"|"BRAZIL"|"2023-11-17"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|"Fleet/Government"|"1"
"Equinox"|"BRAZIL"|"2023-11-24"|"11"|"PASSENGER"|"Belem"|"Dealer"|"2"
"Spin"|"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-12-11"|"12"|"LIGHT COMMERCIAL"|"Interior paulista a"|"Dealer"|"1"
"Equinox"|"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"4"
"Equinox"|"BRAZIL"|"2023-11-01"|"11"|"PASSENGER"|"Interior paulista a"|"Dealer"|"1"
"Equinox"|"BRAZIL"|"2023-11-16"|"11"|"PASSENGER"|"Interior paulista a"|"Dealer"|"2"
"Equinox"|"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Brasilia"|"Dealer"|"2"
"Equinox"|"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Santa catarina"|"Dealer"|"5"
"Equinox"|"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Parana"|"Dealer"|"3"
"Equinox"|"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Interior paulista a"|"Dealer"|"2"
"Spin"|"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Parana"|"Fleet/Government"|"70"
"Spin"|"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Brasilia"|"Dealer"|"1"
"Trailblazer"|"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Brasilia"|"Fleet/Government"|"13"
"Cruze"|"BRAZIL"|"2023-11-23"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"2"
"Cruze"|"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Parana"|"Dealer"|"4"
"Cruze"|"BRAZIL"|"2023-11-23"|"11"|"PASSENGER"|"Parana"|"Dealer"|"3"
"Cruze"|"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Porto alegre"|"Dealer"|"2"
"Cruze"|"BRAZIL"|"2023-11-16"|"11"|"PASSENGER"|"Santa catarina"|"Dealer"|"1"
"Spin"|"BRAZIL"|"2023-11-22"|"11"|"PASSENGER"|"Belo horizonte"|"Dealer"|"1"
"Spin"|"BRAZIL"|"2023-11-25"|"11"|"PASSENGER"|"Sao paulo"|"Dealer"|"2"
"Spin"|"BRAZIL"|"2023-11-24"|"11"|"PASSENGER"|"Belo horizonte"|"Dealer"|"2"
"S-10 crew cab"|"BRAZIL"|"2023-11-24"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-11-03"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|"Fleet/Government"|"2"
"Cruze"|"BRAZIL"|"2023-11-09"|"11"|"PASSENGER"|"Interior paulista a"|"Dealer"|"1"
"Cruze"|"BRAZIL"|"2023-11-03"|"11"|"PASSENGER"|"Sao paulo"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-11-22"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|"Dealer"|"2"
"S-10 crew cab"|"BRAZIL"|"2023-11-07"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|"Dealer"|"1"
"Tracker"|"BRAZIL"|"2023-11-03"|"11"|"PASSENGER"|"Espirito santo"|"Fleet/Government"|"1"
"Montana 1.2"|"BRAZIL"|"2023-11-08"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|"Dealer"|"3"
"Montana 1.2"|"BRAZIL"|"2023-11-03"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|"Dealer"|"2"
"Spin"|"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Rio de janeiro"|"Dealer"|"2"
"Spin"|"BRAZIL"|"2023-11-24"|"11"|"PASSENGER"|"Brasilia"|"Dealer"|"1"
"S-10 crew cab"|"BRAZIL"|"2023-11-06"|"11"|"LIGHT COMMERCIAL"|"Espirito santo"|"Fleet/Government"|"1"
"Spin"|"BRAZIL"|"2023-11-13"|"11"|"PASSENGER"|"Fortaleza"|"Fleet/Government"|"2"
"Tracker"|"BRAZIL"|"2023-11-15"|"11"|"PASSENGER"|"Interior paulista a"|"Fleet/Government"|"1"
"Tracker"|"BRAZIL"|"2023-11-01"|"11"|"PASSENGER"|"Sao paulo"|"Fleet/Government"|"1"
"Tracker"|"BRAZIL"|"2023-11-25"|"11"|"PASSENGER"|"Interior paulista b"|"Dealer"|"1"
